1009983		Africa	Guinea Ecuatorial	Río Muni		Elobey, Islas				Africa Guinea Ecuatorial Río Muni Elobey, Islas
1010114		Africa	Guinée	Dubréka		Los, Îles de				Africa Guinée Dubréka Los, Îles de
1001083		Africa	Mi$15sr	A$15s $15Sa$67id	Al-Jizah					Africa Mi$15sr A$15s $15Sa$67id Al-Jizah
7000123		Africa	Mi$15sr	A$15s $15Sa$67id	Qina					Africa Mi$15sr A$15s $15Sa$67id Qina
1001142		Africa	Mi$15sr	A$15s $15Sa$67id	Bani Suwayf					Africa Mi$15sr A$15s $15Sa$67id Bani Suwayf
1001088		Africa	Mi$15sr	A$15s $15Sa$67id	Al Minya					Africa Mi$15sr A$15s $15Sa$67id Al Minya
1001114		Africa	Mi$15sr	A$15s $15Sa$67id	Asyu$15t					Africa Mi$15sr A$15s $15Sa$67id Asyu$15t
7000122		Africa	Mi$15sr	A$15s $15Sa$67id	Aswan					Africa Mi$15sr A$15s $15Sa$67id Aswan
7001105		Africa	Mi$15sr	A$15s $15Sa$67id	Al-Fayyum					Africa Mi$15sr A$15s $15Sa$67id Al-Fayyum
7000124		Africa	Mi$15sr	A$15s $15Sa$67id	Sawhaj					Africa Mi$15sr A$15s $15Sa$67id Sawhaj
7001312		Africa	Mi$15sr	Mi$15sr Ba$15hri	Al Gharbiyah					Africa Mi$15sr Mi$15sr Ba$15hri Al Gharbiyah
1001080		Africa	Mi$15sr	Mi$15sr Ba$15hri	Al-Isma$67iliyah					Africa Mi$15sr Mi$15sr Ba$15hri Al-Isma$67iliyah
1001092		Africa	Mi$15sr	Mi$15sr Ba$15hri	Al Qalyubiyah					Africa Mi$15sr Mi$15sr Ba$15hri Al Qalyubiyah
1001087		Africa	Mi$15sr	Mi$15sr Ba$15hri	Al Minufiyah					Africa Mi$15sr Mi$15sr Ba$15hri Al Minufiyah
1001059		Africa	Mi$15sr	Mi$15sr Ba$15hri	Daqahliyah, Mu$15hafa$15zat ad					Africa Mi$15sr Mi$15sr Ba$15hri Daqahliyah, Mu$15hafa$15zat ad
1001113		Africa	Mi$15sr	Mi$15sr Ba$15hri	Ash Sharqiyah					Africa Mi$15sr Mi$15sr Ba$15hri Ash Sharqiyah
1001335		Africa	Mi$15sr	Mi$15sr Ba$15hri	Kafr ash-Shaykh					Africa Mi$15sr Mi$15sr Ba$15hri Kafr ash-Shaykh
1001225		Africa	Mi$15sr	Mi$15sr Ba$15hri	Dumya$15t					Africa Mi$15sr Mi$15sr Ba$15hri Dumya$15t
1001075		Africa	Mi$15sr	Mi$15sr Ba$15hri	Al Bu$15hayrah					Africa Mi$15sr Mi$15sr Ba$15hri Al Bu$15hayrah
1009832		Africa	Seychelles	Central group		Amirantes				Africa Seychelles Central group Amirantes
1007778		Africa	Seychelles	Central group		La Digue				Africa Seychelles Central group La Digue
1010369		Africa	Sierra Leone	Southern Province		Turtle Island				Africa Sierra Leone Southern Province Turtle Island
1009867		Africa	Sierra Leone	Western Area		Banana Islands				Africa Sierra Leone Western Area Banana Islands
1010014		Africa	Soomaaliya	Jubbada Hoose		Giuba, Isole				Africa Soomaaliya Jubbada Hoose Giuba, Isole
7000883		Africa	South Africa	Bophuthatswana	north-east-central Bophuthatswana					Africa South Africa Bophuthatswana north-east-central Bophuthatswana
7000878		Africa	South Africa	Bophuthatswana	west Bophuthatswana					Africa South Africa Bophuthatswana west Bophuthatswana
7000881		Africa	South Africa	Bophuthatswana	north-west Bophuthatswana					Africa South Africa Bophuthatswana north-west Bophuthatswana
7000879		Africa	South Africa	Bophuthatswana	south-central Bophuthatswana					Africa South Africa Bophuthatswana south-central Bophuthatswana
7000882		Africa	South Africa	Bophuthatswana	south Bophuthatswana					Africa South Africa Bophuthatswana south Bophuthatswana
7000880		Africa	South Africa	Bophuthatswana	west-central Bophuthatswana					Africa South Africa Bophuthatswana west-central Bophuthatswana
7000885		Africa	South Africa	Bophuthatswana	north-central Bophuthatswana					Africa South Africa Bophuthatswana north-central Bophuthatswana
7000884		Africa	South Africa	Bophuthatswana	north-east Bophuthatswana					Africa South Africa Bophuthatswana north-east Bophuthatswana
7000871		Africa	South Africa	Ciskei	south Ciskei					Africa South Africa Ciskei south Ciskei
7000870		Africa	South Africa	Ciskei	north Ciskei					Africa South Africa Ciskei north Ciskei
7000864		Africa	South Africa	Transkei	Herschel					Africa South Africa Transkei Herschel
7000867		Africa	South Africa	Transkei	central Transkei					Africa South Africa Transkei central Transkei
1093896		Africa	South Africa	Transkei	Umzimkulu					Africa South Africa Transkei Umzimkulu
1010289		Africa	Uganda	South Buganda		Sese Islands				Africa Uganda South Buganda Sese Islands
7000678		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Gharbiyah	al-Madinah					Asia Al-$67Arabiyah as-Sa$67udiyah al-Gharbiyah al-Madinah
7000679		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Gharbiyah	Makkah					Asia Al-$67Arabiyah as-Sa$67udiyah al-Gharbiyah Makkah
7000681		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Gharbiyah	al-Ba$15hah					Asia Al-$67Arabiyah as-Sa$67udiyah al-Gharbiyah al-Ba$15hah
1009993		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Janubiyah	Jizan	Faras$01an, Jaz$01a'ir				Asia Al-$67Arabiyah as-Sa$67udiyah al-Janubiyah Jizan Faras$01an, Jaz$01a'ir
7003883		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Janubiyah	$67Asir					Asia Al-$67Arabiyah as-Sa$67udiyah al-Janubiyah $67Asir
7000683		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Janubiyah	Najran					Asia Al-$67Arabiyah as-Sa$67udiyah al-Janubiyah Najran
7000682		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Janubiyah	Jizan					Asia Al-$67Arabiyah as-Sa$67udiyah al-Janubiyah Jizan
7000676		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Wus$15ta	$15Ha`il					Asia Al-$67Arabiyah as-Sa$67udiyah al-Wus$15ta $15Ha`il
7000685		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Wus$15ta	al-Qa$15sim					Asia Al-$67Arabiyah as-Sa$67udiyah al-Wus$15ta al-Qa$15sim
7000680		Asia	Al-$67Arabiyah as-Sa$67udiyah	al-Wus$15ta	ar-Riya$15d					Asia Al-$67Arabiyah as-Sa$67udiyah al-Wus$15ta ar-Riya$15d
1001498		Asia	Al-$67Arabiyah as-Sa$67udiyah	ash-Shamaliyah	al-Qurayyat					Asia Al-$67Arabiyah as-Sa$67udiyah ash-Shamaliyah al-Qurayyat
7000677		Asia	Al-$67Arabiyah as-Sa$67udiyah	ash-Shamaliyah	Tabuk					Asia Al-$67Arabiyah as-Sa$67udiyah ash-Shamaliyah Tabuk
7000675		Asia	Al-$67Arabiyah as-Sa$67udiyah	ash-Shamaliyah	al-$15Hudud ash-Shamaliyah					Asia Al-$67Arabiyah as-Sa$67udiyah ash-Shamaliyah al-$15Hudud ash-Shamaliyah
7000674		Asia	Al-$67Arabiyah as-Sa$67udiyah	ash-Shamaliyah	al-Jawf					Asia Al-$67Arabiyah as-Sa$67udiyah ash-Shamaliyah al-Jawf
7000684		Asia	Al-$67Arabiyah as-Sa$67udiyah	ash-Sharqiyah	ash-Sharqiyah					Asia Al-$67Arabiyah as-Sa$67udiyah ash-Sharqiyah ash-Sharqiyah
1001311		Asia	Al-$67Iraq	Kurdish Autonomous Region	Irbil					Asia Al-$67Iraq Kurdish Autonomous Region Irbil
1001109		Asia	Al-$67Iraq	Kurdish Autonomous Region	As-Sulaymaniyah					Asia Al-$67Iraq Kurdish Autonomous Region As-Sulaymaniyah
1001215		Asia	Al-$67Iraq	Kurdish Autonomous Region	Dahuk					Asia Al-$67Iraq Kurdish Autonomous Region Dahuk
1003210		Asia	Bangladesh	Khulna	Nadia					Asia Bangladesh Khulna Nadia
1009838		Asia	Bharat	Andaman and Nicobar		Andaman Islands				Asia Bharat Andaman and Nicobar Andaman Islands
7016678		Asia	Bharat	Andaman and Nicobar		Nicobar Islands				Asia Bharat Andaman and Nicobar Nicobar Islands
7001559		Asia	Bharat	Lakshadweep		Lakshadweep				Asia Bharat Lakshadweep Lakshadweep
1009871		Asia	Indonesia	Aceh		Banyak, Kepulauan				Asia Indonesia Aceh Banyak, Kepulauan
1010088		Asia	Indonesia	Irian Jaya		Kumamba, Kepulauan				Asia Indonesia Irian Jaya Kumamba, Kepulauan
1010155		Asia	Indonesia	Irian Jaya		Moor, Kepulauan				Asia Indonesia Irian Jaya Moor, Kepulauan
1010203		Asia	Indonesia	Irian Jaya		Padaido, Kepulauan				Asia Indonesia Irian Jaya Padaido, Kepulauan
1009853		Asia	Indonesia	Irian Jaya		Ayu, Kepulauan				Asia Indonesia Irian Jaya Ayu, Kepulauan
1009991		Asia	Indonesia	Irian Jaya		Fam, Kepulauan				Asia Indonesia Irian Jaya Fam, Kepulauan
1010127		Asia	Indonesia	Irian Jaya		Mapia, Kepulauan				Asia Indonesia Irian Jaya Mapia, Kepulauan
1010276		Asia	Indonesia	Irian Jaya		Schouten, Kepulauan				Asia Indonesia Irian Jaya Schouten, Kepulauan
1009850		Asia	Indonesia	Irian Jaya		Auri, Kepulauan				Asia Indonesia Irian Jaya Auri, Kepulauan
1010288		Asia	Indonesia	Jawa Barat		Seribu, Kepulauan				Asia Indonesia Jawa Barat Seribu, Kepulauan
1010069		Asia	Indonesia	Jawa Tengah		Karimunjawa, Kepulauan				Asia Indonesia Jawa Tengah Karimunjawa, Kepulauan
1010066		Asia	Indonesia	Jawa Timur		Kangean, Kepulauan				Asia Indonesia Jawa Timur Kangean, Kepulauan
1010068		Asia	Indonesia	Kalimantan Barat		Karimata, Kepulauan				Asia Indonesia Kalimantan Barat Karimata, Kepulauan
1009862		Asia	Indonesia	Kalimantan Selatan		Balabalangan, Kepulauan				Asia Indonesia Kalimantan Selatan Balabalangan, Kepulauan
1010096		Asia	Indonesia	Kalimantan Selatan		Laut Kecil, Kepulauan				Asia Indonesia Kalimantan Selatan Laut Kecil, Kepulauan
1010333		Asia	Indonesia	Maluku		Tayandu, Kepulauan				Asia Indonesia Maluku Tayandu, Kepulauan
1010118		Asia	Indonesia	Maluku		Lucipara, Kepulauan				Asia Indonesia Maluku Lucipara, Kepulauan
1010065		Asia	Indonesia	Maluku		Kai, Kepulauan				Asia Indonesia Maluku Kai, Kepulauan
1009889		Asia	Indonesia	Maluku		Boo, Kepulauan				Asia Indonesia Maluku Boo, Kepulauan
1009872		Asia	Indonesia	Maluku		Barat Daya, Kepulauan				Asia Indonesia Maluku Barat Daya, Kepulauan
1010318		Asia	Indonesia	Maluku		Sula, Kepulauan				Asia Indonesia Maluku Sula, Kepulauan
1009855		Asia	Indonesia	Maluku		Babar, Kepulauan				Asia Indonesia Maluku Babar, Kepulauan
1010210		Asia	Indonesia	Maluku		Penyu, Kepulauan				Asia Indonesia Maluku Penyu, Kepulauan
1010102		Asia	Indonesia	Maluku		Leti, Kepulauan				Asia Indonesia Maluku Leti, Kepulauan
7003966		Asia	Indonesia	Maluku		Banda, Kepulauan				Asia Indonesia Maluku Banda, Kepulauan
1010329		Asia	Indonesia	Maluku		Tanimbar, Kepulauan				Asia Indonesia Maluku Tanimbar, Kepulauan
1010384		Asia	Indonesia	Maluku		Watubela, Kepulauan				Asia Indonesia Maluku Watubela, Kepulauan
1009846		Asia	Indonesia	Maluku		Aru, Kepulauan				Asia Indonesia Maluku Aru, Kepulauan
1010192		Asia	Indonesia	Maluku		Obi, Kepulauan				Asia Indonesia Maluku Obi, Kepulauan
1010308		Asia	Indonesia	Nusa Tenggara Timur		Solor, Kepulauan				Asia Indonesia Nusa Tenggara Timur Solor, Kepulauan
1009828		Asia	Indonesia	Nusa Tenggara Timur		Alor, Kepulauan				Asia Indonesia Nusa Tenggara Timur Alor, Kepulauan
1010244		Asia	Indonesia	Riau		Riau, Kepulauan				Asia Indonesia Riau Riau, Kepulauan
1009857		Asia	Indonesia	Riau		Badas, Kepulauan				Asia Indonesia Riau Badas, Kepulauan
1009848		Asia	Indonesia	Riau		Asia, Kepulauan				Asia Indonesia Riau Asia, Kepulauan
1010327		Asia	Indonesia	Riau		Tambelan, Kepulauan				Asia Indonesia Riau Tambelan, Kepulauan
1009898		Asia	Indonesia	Riau		Bunguran Utara, Kepulauan				Asia Indonesia Riau Bunguran Utara, Kepulauan
1010105		Asia	Indonesia	Riau		Lingga, Kepulauan				Asia Indonesia Riau Lingga, Kepulauan
1009897		Asia	Indonesia	Riau		Bunguran Selatan, Kepulauan				Asia Indonesia Riau Bunguran Selatan, Kepulauan
1009835		Asia	Indonesia	Riau		Anambas, Kepulauan				Asia Indonesia Riau Anambas, Kepulauan
1009888		Asia	Indonesia	Sulawesi Selatan		Bonerate, Kepulauan				Asia Indonesia Sulawesi Selatan Bonerate, Kepulauan
1010106		Asia	Indonesia	Sulawesi Selatan		Liukang				Asia Indonesia Sulawesi Selatan Liukang
1010335		Asia	Indonesia	Sulawesi Selatan		Tengah, Kepulauan				Asia Indonesia Sulawesi Selatan Tengah, Kepulauan
1010202		Asia	Indonesia	Sulawesi Selatan		Pabbiring, Kepulauan				Asia Indonesia Sulawesi Selatan Pabbiring, Kepulauan
1009893		Asia	Indonesia	Sulawesi Tengah		Bowokan, Kepulauan				Asia Indonesia Sulawesi Tengah Bowokan, Kepulauan
1010260		Asia	Indonesia	Sulawesi Tengah		Salabangka, Kepulauan				Asia Indonesia Sulawesi Tengah Salabangka, Kepulauan
1010348		Asia	Indonesia	Sulawesi Tengah		Togian, Kepulauan				Asia Indonesia Sulawesi Tengah Togian, Kepulauan
1009869		Asia	Indonesia	Sulawesi Tengah		Banggai, Kepulauan				Asia Indonesia Sulawesi Tengah Banggai, Kepulauan
1010366		Asia	Indonesia	Sulawesi Tenggara, Daerah Tingkat I		Tukangbesi, Kepulauan				Asia Indonesia Sulawesi Tenggara, Daerah Tingkat I Tukangbesi, Kepulauan
1010094		Asia	Indonesia	Sulawesi Tenggara, Daerah Tingkat I		Langkesi, Kepulauan				Asia Indonesia Sulawesi Tenggara, Daerah Tingkat I Langkesi, Kepulauan
1010071		Asia	Indonesia	Sulawesi Utara		Kawio, Kepulauan				Asia Indonesia Sulawesi Utara Kawio, Kepulauan
1010325		Asia	Indonesia	Sulawesi Utara		Talaud, Kepulauan				Asia Indonesia Sulawesi Utara Talaud, Kepulauan
1010269		Asia	Indonesia	Sulawesi Utara		Sangihe, Kepulauan				Asia Indonesia Sulawesi Utara Sangihe, Kepulauan
1010143		Asia	Indonesia	Sumatera Barat		Mentawai, Kepulauan				Asia Indonesia Sumatera Barat Mentawai, Kepulauan
1009876		Asia	Indonesia	Sumatera Utara		Batu, Kepulauan				Asia Indonesia Sumatera Utara Batu, Kepulauan
1009890		Asia	Myanmar	Rakhine State		Boronga Islands				Asia Myanmar Rakhine State Boronga Islands
1006005		Asia	Myanmar	Tenasserim		Mergui Archipelago				Asia Myanmar Tenasserim Mergui Archipelago
1010157		Asia	Myanmar	Tenasserim		Moscos Islands				Asia Myanmar Tenasserim Moscos Islands
1000977		Asia	Nihon	Chubu	Gifu-ken					Asia Nihon Chubu Gifu-ken
1000974		Asia	Nihon	Chubu	Fukui					Asia Nihon Chubu Fukui
7016579		Asia	Nihon	Chubu	Aichi-ken					Asia Nihon Chubu Aichi-ken
1000988		Asia	Nihon	Chubu	Ishikawa-ken					Asia Nihon Chubu Ishikawa-ken
1010054		Asia	Nihon	Chubu	Shizuoka-ken	Izu-shot$01o				Asia Nihon Chubu Shizuoka-ken Izu-shot$01o
7016854		Asia	Nihon	Chubu	Yamanashi-ken					Asia Nihon Chubu Yamanashi-ken
1001037		Asia	Nihon	Chubu	Toyama-ken					Asia Nihon Chubu Toyama-ken
1001031		Asia	Nihon	Chubu	Shizuoka-ken					Asia Nihon Chubu Shizuoka-ken
1001014		Asia	Nihon	Chubu	Niigata-ken					Asia Nihon Chubu Niigata-ken
1001010		Asia	Nihon	Chubu	Nagano-ken					Asia Nihon Chubu Nagano-ken
1001036		Asia	Nihon	Chugoku	Tottori-ken					Asia Nihon Chugoku Tottori-ken
1010030		Asia	Nihon	Chugoku	Yamaguchi-ken	H$01oyo-shot$01o				Asia Nihon Chugoku Yamaguchi-ken H$01oyo-shot$01o
1001015		Asia	Nihon	Chugoku	Okayama-ken					Asia Nihon Chugoku Okayama-ken
1000984		Asia	Nihon	Chugoku	Hiroshima-ken					Asia Nihon Chugoku Hiroshima-ken
7016808		Asia	Nihon	Chugoku	Shimane-ken					Asia Nihon Chugoku Shimane-ken
1001040		Asia	Nihon	Chugoku	Yamaguchi-ken					Asia Nihon Chugoku Yamaguchi-ken
1010194		Asia	Nihon	Chugoku	Shimane-ken	Oki-shot$01o				Asia Nihon Chugoku Shimane-ken Oki-shot$01o
1000985		Asia	Nihon	Hokkaido	Hokkaido					Asia Nihon Hokkaido Hokkaido
1000987		Asia	Nihon	Kanto	Ibaraki-ken					Asia Nihon Kanto Ibaraki-ken
1000971		Asia	Nihon	Kanto	Chiba-ken					Asia Nihon Kanto Chiba-ken
7016797		Asia	Nihon	Kanto	Saitama-ken					Asia Nihon Kanto Saitama-ken
1001032		Asia	Nihon	Kanto	Tokyo					Asia Nihon Kanto Tokyo
1000980		Asia	Nihon	Kanto	Gumma-ken					Asia Nihon Kanto Gumma-ken
7006216		Asia	Nihon	Kanto	Tokyo	Ogasawara-gunto				Asia Nihon Kanto Tokyo Ogasawara-gunto
1001034		Asia	Nihon	Kanto	Tochigi					Asia Nihon Kanto Tochigi
7016696		Asia	Nihon	Kanto	Kanagawa-ken					Asia Nihon Kanto Kanagawa-ken
7000277		Asia	Nihon	Kinki	Shiga					Asia Nihon Kinki Shiga
1010050		Asia	Nihon	Kinki	Hyogo	Ieshima-shot$01o				Asia Nihon Kinki Hyogo Ieshima-shot$01o
1000962		Asia	Nihon	Kinki	Osaka					Asia Nihon Kinki Osaka
1000998		Asia	Nihon	Kinki	Kyoto					Asia Nihon Kinki Kyoto
1001039		Asia	Nihon	Kinki	Wakayama					Asia Nihon Kinki Wakayama
1001007		Asia	Nihon	Kinki	Mie					Asia Nihon Kinki Mie
7016675		Asia	Nihon	Kinki	Hyogo					Asia Nihon Kinki Hyogo
1001012		Asia	Nihon	Kinki	Nara					Asia Nihon Kinki Nara
7000276		Asia	Nihon	Kyushu-chiho	Nagasaki					Asia Nihon Kyushu-chiho Nagasaki
1010017		Asia	Nihon	Kyushu-chiho	Nagasaki	Got$01orett$01o				Asia Nihon Kyushu-chiho Nagasaki Got$01orett$01o
1010274		Asia	Nihon	Kyushu-chiho	Kagoshima-ken	Satsunan-shot$01o				Asia Nihon Kyushu-chiho Kagoshima-ken Satsunan-shot$01o
1009831		Asia	Nihon	Kyushu-chiho	Kagoshima-ken	Amami-shot$01o				Asia Nihon Kyushu-chiho Kagoshima-ken Amami-shot$01o
1000961		Asia	Nihon	Kyushu-chiho	Oita					Asia Nihon Kyushu-chiho Oita
1000975		Asia	Nihon	Kyushu-chiho	Fukuoka					Asia Nihon Kyushu-chiho Fukuoka
1000997		Asia	Nihon	Kyushu-chiho	Kumamoto-ken					Asia Nihon Kyushu-chiho Kumamoto-ken
1010364		Asia	Nihon	Kyushu-chiho	Nagasaki	Tsushima				Asia Nihon Kyushu-chiho Nagasaki Tsushima
1001024		Asia	Nihon	Kyushu-chiho	Saga					Asia Nihon Kyushu-chiho Saga
1009830		Asia	Nihon	Kyushu-chiho	Kumamoto-ken	Amakusa-shot$01o				Asia Nihon Kyushu-chiho Kumamoto-ken Amakusa-shot$01o
7000275		Asia	Nihon	Kyushu-chiho	Miyazaki					Asia Nihon Kyushu-chiho Miyazaki
1000993		Asia	Nihon	Kyushu-chiho	Kagoshima-ken					Asia Nihon Kyushu-chiho Kagoshima-ken
1009818		Asia	Nihon	Kyushu-chiho	Kagoshima-ken	$01Osumi-shot$01o				Asia Nihon Kyushu-chiho Kagoshima-ken $01Osumi-shot$01o
1010195		Asia	Nihon	Okinawa	Okinawa	Okinawa-shot$01o				Asia Nihon Okinawa Okinawa Okinawa-shot$01o
7004299		Asia	Nihon	Okinawa	Okinawa					Asia Nihon Okinawa Okinawa
7004290		Asia	Nihon	Okinawa	Okinawa	Sakishima-shot$01o				Asia Nihon Okinawa Okinawa Sakishima-shot$01o
1001035		Asia	Nihon	Shikoku-chiho	Tokushima					Asia Nihon Shikoku-chiho Tokushima
1000991		Asia	Nihon	Shikoku-chiho	Kochi					Asia Nihon Shikoku-chiho Kochi
1000992		Asia	Nihon	Shikoku-chiho	Kagawa					Asia Nihon Shikoku-chiho Kagawa
1009883		Asia	Nihon	Shikoku-chiho	Kagawa	Bisan-shot$01o				Asia Nihon Shikoku-chiho Kagawa Bisan-shot$01o
7004473		Asia	Nihon	Shikoku-chiho	Ehime					Asia Nihon Shikoku-chiho Ehime
7000274		Asia	Nihon	Tohoku-chiho	Yamagata-ken					Asia Nihon Tohoku-chiho Yamagata-ken
7000273		Asia	Nihon	Tohoku-chiho	Aomori					Asia Nihon Tohoku-chiho Aomori
1000976		Asia	Nihon	Tohoku-chiho	Fukushima					Asia Nihon Tohoku-chiho Fukushima
7016687		Asia	Nihon	Tohoku-chiho	Iwate					Asia Nihon Tohoku-chiho Iwate
7016745		Asia	Nihon	Tohoku-chiho	Miyagi					Asia Nihon Tohoku-chiho Miyagi
7000272		Asia	Nihon	Tohoku-chiho	Akita					Asia Nihon Tohoku-chiho Akita
1009856		Asia	Pilipinas	Cagayan		Babuyan Islands				Asia Pilipinas Cagayan Babuyan Islands
1009907		Asia	Pilipinas	Camarines Norte		Calaguas Islands				Asia Pilipinas Camarines Norte Calaguas Islands
1009975		Asia	Pilipinas	Cebu		Don Islands				Asia Pilipinas Cebu Don Islands
1009912		Asia	Pilipinas	Cebu		Camotes Islands				Asia Pilipinas Cebu Camotes Islands
1010273		Asia	Pilipinas	Davao del Sur		Sarangani Islands				Asia Pilipinas Davao del Sur Sarangani Islands
1010013		Asia	Pilipinas	Iloilo		Gigante Islands				Asia Pilipinas Iloilo Gigante Islands
1009952		Asia	Pilipinas	Leyte		Cuatro Islands				Asia Pilipinas Leyte Cuatro Islands
1010357		Asia	Pilipinas	Marinduque		Tres Reyes Islands				Asia Pilipinas Marinduque Tres Reyes Islands
1010117		Asia	Pilipinas	Mindoro Occidental		Lubang Islands				Asia Pilipinas Mindoro Occidental Lubang Islands
1009904		Asia	Pilipinas	Palawan		Cagayan Islands				Asia Pilipinas Palawan Cagayan Islands
1010267		Asia	Pilipinas	Palawan		San Miguel Islands				Asia Pilipinas Palawan San Miguel Islands
1010230		Asia	Pilipinas	Palawan		Quiniluban Islands				Asia Pilipinas Palawan Quiniluban Islands
1009955		Asia	Pilipinas	Palawan		Cuyo Islands				Asia Pilipinas Palawan Cuyo Islands
1010220		Asia	Pilipinas	Quezon		Polillo Islands				Asia Pilipinas Quezon Polillo Islands
1010168		Asia	Pilipinas	Samar del Norte		Naranjo Islands				Asia Pilipinas Samar del Norte Naranjo Islands
1009865		Asia	Pilipinas	Samar del Norte		Balicuatro Islands				Asia Pilipinas Samar del Norte Balicuatro Islands
1010262		Asia	Pilipinas	Sulu		Samales Group				Asia Pilipinas Sulu Samales Group
1010207		Asia	Pilipinas	Sulu		Pangutaran Group				Asia Pilipinas Sulu Pangutaran Group
1010331		Asia	Pilipinas	Sulu		Tapul Group				Asia Pilipinas Sulu Tapul Group
1010060		Asia	Pilipinas	Sulu		Jolo Group				Asia Pilipinas Sulu Jolo Group
1010332		Asia	Pilipinas	Tawitawi Island		Tawitawi Group				Asia Pilipinas Tawitawi Island Tawitawi Group
7018215		Asia	Rossiya	Rossiya	Moskva					Asia Rossiya Rossiya Moskva
4008031		Asia	Rossiya	Rossiya	Novgorodskaya Oblast'					Asia Rossiya Rossiya Novgorodskaya Oblast'
1003555		Asia	Rossiya	Rossiya	Stavropolskiy Kray					Asia Rossiya Rossiya Stavropolskiy Kray
7011585		Asia	Rossiya	Rossiya	Nizhniy Novgorod					Asia Rossiya Rossiya Nizhniy Novgorod
7011575		Asia	Rossiya	Rossiya	Lipetskaya Oblast'					Asia Rossiya Rossiya Lipetskaya Oblast'
1010084		Asia	Rossiya	Rossiya	Kamchatka	Komandorskije ostrova				Asia Rossiya Rossiya Kamchatka Komandorskije ostrova
1003388		Asia	Rossiya	Rossiya	Magadanskaya Oblast'					Asia Rossiya Rossiya Magadanskaya Oblast'
7011561		Asia	Rossiya	Rossiya	Ust'-Ordynskiy Buryatskiy Avtonomnyy Okrug					Asia Rossiya Rossiya Ust'-Ordynskiy Buryatskiy Avtonomnyy Okrug
7018216		Asia	Rossiya	Rossiya	Sankt-Peterburg					Asia Rossiya Rossiya Sankt-Peterburg
7011565		Asia	Rossiya	Rossiya	Kaliningrad					Asia Rossiya Rossiya Kaliningrad
1003417		Asia	Rossiya	Rossiya	Tambovskaya Oblast'					Asia Rossiya Rossiya Tambovskaya Oblast'
7017317		Asia	Rossiya	Rossiya	Vologodskaya Oblast'					Asia Rossiya Rossiya Vologodskaya Oblast'
7011573		Asia	Rossiya	Rossiya	Moskovskaya Oblast'					Asia Rossiya Rossiya Moskovskaya Oblast'
7011572		Asia	Rossiya	Rossiya	Leningradskaya Oblast'					Asia Rossiya Rossiya Leningradskaya Oblast'
1010290		Asia	Rossiya	Rossiya	Taymyrskiy Avtonomnyy Okrug	Severnaya Zemlya				Asia Rossiya Rossiya Taymyrskiy Avtonomnyy Okrug Severnaya Zemlya
7011589		Asia	Rossiya	Rossiya	Novosibirsk					Asia Rossiya Rossiya Novosibirsk
